iter	Passed	Remaining
990	49673	451
991	49725	401
992	49776	350
993	49826	300
994	49877	250
995	49927	200
996	49978	150
997	50028	100
998	50082	50
999	50135	0
